142071 silly lifecycle tryor@0.1.2~preinstall: no script for preinstall, continuing
143695 silly linkStuff aws-sign2@0.6.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143696 verbose linkBins aws-sign2@0.6.0
143697 verbose linkMans aws-sign2@0.6.0
143698 silly build lodash@4.16.2
143699 info linkStuff lodash@4.16.2
143700 silly linkStuff lodash@4.16.2 has E:\Development\MEAN-Stack\front-end\node_modules\babel-generator\node_modules as its parent node_modules
143701 verbose linkBins lodash@4.16.2
143702 verbose linkMans lodash@4.16.2
143703 silly build lodash@4.16.2
143704 info linkStuff lodash@4.16.2
143705 silly linkStuff lodash@4.16.2 has E:\Development\MEAN-Stack\front-end\node_modules\babel-helper-define-map\node_modules as its parent node_modules
143706 verbose linkBins lodash@4.16.2
143707 verbose linkMans lodash@4.16.2
143708 silly build lodash@4.16.2
143709 info linkStuff lodash@4.16.2
143710 silly linkStuff lodash@4.16.2 has E:\Development\MEAN-Stack\front-end\node_modules\babel-helper-regex\node_modules as its parent node_modules
143711 verbose linkBins lodash@4.16.2
143712 verbose linkMans lodash@4.16.2
143713 silly build lodash@4.16.2
143714 info linkStuff lodash@4.16.2
143715 silly linkStuff lodash@4.16.2 has E:\Development\MEAN-Stack\front-end\node_modules\babel-plugin-transform-es2015-block-scoping\node_modules as its parent node_modules
143716 verbose linkBins lodash@4.16.2
143717 verbose linkMans lodash@4.16.2
143718 silly build lodash@4.16.2
143719 info linkStuff lodash@4.16.2
143720 silly linkStuff lodash@4.16.2 has E:\Development\MEAN-Stack\front-end\node_modules\babel-register\node_modules as its parent node_modules
143721 verbose linkBins lodash@4.16.2
143722 verbose linkMans lodash@4.16.2
143723 silly build core-js@1.2.7
143724 info linkStuff core-js@1.2.7
143725 silly linkStuff core-js@1.2.7 has E:\Development\MEAN-Stack\front-end\node_modules\babel-runtime\node_modules as its parent node_modules
143726 verbose linkBins core-js@1.2.7
143727 verbose linkMans core-js@1.2.7
143728 silly build babel-runtime@5.8.38
143729 info linkStuff babel-runtime@5.8.38
143730 silly linkStuff babel-runtime@5.8.38 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143731 verbose linkBins babel-runtime@5.8.38
143732 verbose linkMans babel-runtime@5.8.38
143733 silly build lodash@4.16.2
143734 info linkStuff lodash@4.16.2
143735 silly linkStuff lodash@4.16.2 has E:\Development\MEAN-Stack\front-end\node_modules\babel-template\node_modules as its parent node_modules
143736 verbose linkBins lodash@4.16.2
143737 verbose linkMans lodash@4.16.2
143738 silly build lodash@4.16.2
143739 info linkStuff lodash@4.16.2
143740 silly linkStuff lodash@4.16.2 has E:\Development\MEAN-Stack\front-end\node_modules\babel-traverse\node_modules as its parent node_modules
143741 verbose linkBins lodash@4.16.2
143742 verbose linkMans lodash@4.16.2
143743 silly build lodash@4.16.2
143744 info linkStuff lodash@4.16.2
143745 silly linkStuff lodash@4.16.2 has E:\Development\MEAN-Stack\front-end\node_modules\babel-types\node_modules as its parent node_modules
143746 verbose linkBins lodash@4.16.2
143747 verbose linkMans lodash@4.16.2
143748 silly build babylon@6.11.2
143749 info linkStuff babylon@6.11.2
143750 silly linkStuff babylon@6.11.2 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143751 verbose linkBins babylon@6.11.2
143752 verbose link bins [ { babylon: './bin/babylon.js' },
143752 verbose link bins   'E:\\Development\\MEAN-Stack\\front-end\\node_modules\\.bin',
143752 verbose link bins   false ]
143753 verbose linkMans babylon@6.11.2
143754 silly build backo2@1.0.2
143755 info linkStuff backo2@1.0.2
143756 silly linkStuff backo2@1.0.2 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143757 verbose linkBins backo2@1.0.2
143758 verbose linkMans backo2@1.0.2
143759 silly build balanced-match@0.4.2
143760 info linkStuff balanced-match@0.4.2
143761 silly linkStuff balanced-match@0.4.2 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143762 verbose linkBins balanced-match@0.4.2
143763 verbose linkMans balanced-match@0.4.2
143764 silly build Base64@0.2.1
143765 info linkStuff Base64@0.2.1
143766 silly linkStuff Base64@0.2.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143767 verbose linkBins Base64@0.2.1
143768 verbose linkMans Base64@0.2.1
143769 silly build base64-arraybuffer@0.1.2
143770 info linkStuff base64-arraybuffer@0.1.2
143771 silly linkStuff base64-arraybuffer@0.1.2 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143772 verbose linkBins base64-arraybuffer@0.1.2
143773 verbose linkMans base64-arraybuffer@0.1.2
143774 silly build base64-js@1.2.0
143775 info linkStuff base64-js@1.2.0
143776 silly linkStuff base64-js@1.2.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143777 verbose linkBins base64-js@1.2.0
143778 verbose linkMans base64-js@1.2.0
143779 silly build base64id@0.1.0
143780 info linkStuff base64id@0.1.0
143781 silly linkStuff base64id@0.1.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143782 verbose linkBins base64id@0.1.0
143783 verbose linkMans base64id@0.1.0
143784 silly build batch@0.5.3
143785 info linkStuff batch@0.5.3
143786 silly linkStuff batch@0.5.3 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143787 verbose linkBins batch@0.5.3
143788 verbose linkMans batch@0.5.3
143789 silly build beeper@1.1.0
143790 info linkStuff beeper@1.1.0
143791 silly linkStuff beeper@1.1.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143792 verbose linkBins beeper@1.1.0
143793 verbose linkMans beeper@1.1.0
143794 silly build benchmark@1.0.0
143795 info linkStuff benchmark@1.0.0
143796 silly linkStuff benchmark@1.0.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143797 verbose linkBins benchmark@1.0.0
143798 verbose linkMans benchmark@1.0.0
143799 silly build big.js@3.1.3
143800 info linkStuff big.js@3.1.3
143801 silly linkStuff big.js@3.1.3 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143802 verbose linkBins big.js@3.1.3
143803 verbose linkMans big.js@3.1.3
143804 silly build binary-extensions@1.6.0
143805 info linkStuff binary-extensions@1.6.0
143806 silly linkStuff binary-extensions@1.6.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143807 verbose linkBins binary-extensions@1.6.0
143808 verbose linkMans binary-extensions@1.6.0
143809 silly build binaryextensions@1.0.1
143810 info linkStuff binaryextensions@1.0.1
143811 silly linkStuff binaryextensions@1.0.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143812 verbose linkBins binaryextensions@1.0.1
143813 verbose linkMans binaryextensions@1.0.1
143814 silly build bindings@1.2.1
143815 info linkStuff bindings@1.2.1
143816 silly linkStuff bindings@1.2.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143817 verbose linkBins bindings@1.2.1
143818 verbose linkMans bindings@1.2.1
143819 silly build blob@0.0.4
143820 info linkStuff blob@0.0.4
143821 silly linkStuff blob@0.0.4 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143822 verbose linkBins blob@0.0.4
143823 verbose linkMans blob@0.0.4
143824 silly build bluebird@2.11.0
143825 info linkStuff bluebird@2.11.0
143826 silly linkStuff bluebird@2.11.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143827 verbose linkBins bluebird@2.11.0
143828 verbose linkMans bluebird@2.11.0
143829 silly build qs@6.2.0
143830 info linkStuff qs@6.2.0
143831 silly linkStuff qs@6.2.0 has E:\Development\MEAN-Stack\front-end\node_modules\body-parser\node_modules as its parent node_modules
143832 verbose linkBins qs@6.2.0
143833 verbose linkMans qs@6.2.0
143834 silly build graceful-fs@2.0.3
143835 info linkStuff graceful-fs@2.0.3
143836 silly linkStuff graceful-fs@2.0.3 has E:\Development\MEAN-Stack\front-end\node_modules\bower-config\node_modules as its parent node_modules
143837 verbose linkBins graceful-fs@2.0.3
143838 verbose linkMans graceful-fs@2.0.3
143839 silly build osenv@0.0.3
143840 info linkStuff osenv@0.0.3
143841 silly linkStuff osenv@0.0.3 has E:\Development\MEAN-Stack\front-end\node_modules\bower-config\node_modules as its parent node_modules
143842 verbose linkBins osenv@0.0.3
143843 verbose linkMans osenv@0.0.3
143844 silly build connect-history-api-fallback@0.0.5
143845 info linkStuff connect-history-api-fallback@0.0.5
143846 silly linkStuff connect-history-api-fallback@0.0.5 has E:\Development\MEAN-Stack\front-end\node_modules\browser-sync-spa\node_modules as its parent node_modules
143847 verbose linkBins connect-history-api-fallback@0.0.5
143848 verbose linkMans connect-history-api-fallback@0.0.5
143849 silly build buffer-shims@1.0.0
143850 info linkStuff buffer-shims@1.0.0
143851 silly linkStuff buffer-shims@1.0.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143852 verbose linkBins buffer-shims@1.0.0
143853 verbose linkMans buffer-shims@1.0.0
143854 silly build builtin-modules@1.1.1
143855 info linkStuff builtin-modules@1.1.1
143856 silly linkStuff builtin-modules@1.1.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143857 verbose linkBins builtin-modules@1.1.1
143858 verbose linkMans builtin-modules@1.1.1
143859 silly build bytes@2.4.0
143860 info linkStuff bytes@2.4.0
143861 silly linkStuff bytes@2.4.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143862 verbose linkBins bytes@2.4.0
143863 verbose linkMans bytes@2.4.0
143864 silly build callsite@1.0.0
143865 info linkStuff callsite@1.0.0
143866 silly linkStuff callsite@1.0.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143867 verbose linkBins callsite@1.0.0
143868 verbose linkMans callsite@1.0.0
143869 silly build better-assert@1.0.2
143870 info linkStuff better-assert@1.0.2
143871 silly linkStuff better-assert@1.0.2 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143872 verbose linkBins better-assert@1.0.2
143873 verbose linkMans better-assert@1.0.2
143874 silly build camelcase@1.2.1
143875 info linkStuff camelcase@1.2.1
143876 silly linkStuff camelcase@1.2.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143877 verbose linkBins camelcase@1.2.1
143878 verbose linkMans camelcase@1.2.1
143879 silly build caniuse-db@1.0.30000541
143880 info linkStuff caniuse-db@1.0.30000541
143881 silly linkStuff caniuse-db@1.0.30000541 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143882 verbose linkBins caniuse-db@1.0.30000541
143883 verbose linkMans caniuse-db@1.0.30000541
143884 silly build browserslist@1.4.0
143885 info linkStuff browserslist@1.4.0
143886 silly linkStuff browserslist@1.4.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143887 verbose linkBins browserslist@1.4.0
143888 verbose link bins [ { browserslist: './cli.js' },
143888 verbose link bins   'E:\\Development\\MEAN-Stack\\front-end\\node_modules\\.bin',
143888 verbose link bins   false ]
143889 verbose linkMans browserslist@1.4.0
143890 silly build caseless@0.11.0
143891 info linkStuff caseless@0.11.0
143892 silly linkStuff caseless@0.11.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143893 verbose linkBins caseless@0.11.0
143894 verbose linkMans caseless@0.11.0
143895 silly build circular-json@0.3.1
143896 info linkStuff circular-json@0.3.1
143897 silly linkStuff circular-json@0.3.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143898 verbose linkBins circular-json@0.3.1
143899 verbose linkMans circular-json@0.3.1
143900 silly build source-map@0.4.4
143901 info linkStuff source-map@0.4.4
143902 silly linkStuff source-map@0.4.4 has E:\Development\MEAN-Stack\front-end\node_modules\clean-css\node_modules as its parent node_modules
143903 verbose linkBins source-map@0.4.4
143904 verbose linkMans source-map@0.4.4
143905 silly build cli-width@1.1.1
143906 info linkStuff cli-width@1.1.1
143907 silly linkStuff cli-width@1.1.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143908 verbose linkBins cli-width@1.1.1
143909 verbose linkMans cli-width@1.1.1
143910 silly build clone@1.0.2
143911 info linkStuff clone@1.0.2
143912 silly linkStuff clone@1.0.2 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143913 verbose linkBins clone@1.0.2
143914 verbose linkMans clone@1.0.2
143915 silly build clone-stats@0.0.1
143916 info linkStuff clone-stats@0.0.1
143917 silly linkStuff clone-stats@0.0.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143918 verbose linkBins clone-stats@0.0.1
143919 verbose linkMans clone-stats@0.0.1
143920 silly build color-convert@1.5.0
143921 info linkStuff color-convert@1.5.0
143922 silly linkStuff color-convert@1.5.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143923 verbose linkBins color-convert@1.5.0
143924 verbose linkMans color-convert@1.5.0
143925 silly build color-name@1.1.1
143926 info linkStuff color-name@1.1.1
143927 silly linkStuff color-name@1.1.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143928 verbose linkBins color-name@1.1.1
143929 verbose linkMans color-name@1.1.1
143930 silly build color-string@0.3.0
143931 info linkStuff color-string@0.3.0
143932 silly linkStuff color-string@0.3.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143933 verbose linkBins color-string@0.3.0
143934 verbose linkMans color-string@0.3.0
143935 silly build color@0.11.3
143936 info linkStuff color@0.11.3
143937 silly linkStuff color@0.11.3 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143938 verbose linkBins color@0.11.3
143939 verbose linkMans color@0.11.3
143940 silly build colors@1.1.2
143941 info linkStuff colors@1.1.2
143942 silly linkStuff colors@1.1.2 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143943 verbose linkBins colors@1.1.2
143944 verbose linkMans colors@1.1.2
143945 silly build component-bind@1.0.0
143946 info linkStuff component-bind@1.0.0
143947 silly linkStuff component-bind@1.0.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143948 verbose linkBins component-bind@1.0.0
143949 verbose linkMans component-bind@1.0.0
143950 silly build component-emitter@1.1.2
143951 info linkStuff component-emitter@1.1.2
143952 silly linkStuff component-emitter@1.1.2 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
143953 verbose linkBins component-emitter@1.1.2
143954 verbose linkMans component-emitter@1.1.2
143955 silly build component-inherit@0.0.3
143956 info linkStuff component-inherit@0.0.3
143957 silly linkStuff component-inherit@0.0.3 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
